parentUUID,rawTitle,cleanTitle,secondaryLanguageTitle,totalHoursWatched,imdbMatchedTitle,imdbMatchConfidence,imdbLink,imdbGenres,imdbType,imdbUserRating,imdbNumRatings,directorCount,writerCount,castCount,producerCount,composerCount,cinematographerCount,editorCount,castingDirectorCount,artDirectorCount,setDecoratorCount,costumeDesignerCount,makeUpDepartmentCount,productionManagerCount,assistantDirectorCount,artDepartmentCount,soundDepartmentCount,stuntsCount,cameraDepartmentCount,costumeDepartmentCount,editorialDepartmentCount,musicDepartmentCount,scriptDepartmentCount,miscellaneousCrewCount
4d94732c-63e4-4642-8407-b9a9038d433a,Isn't It Romantic,Isn't It Romantic,,4900000,Isn't It Romantic,94.12,https://www.imdb.com/title/tt2452244/,"Comedy, Fantasy, Musical",Film,5.9,73K,1,4,147,10,1,1,1,1,1,1,1,14,5,3,39,21,20,32,15,13,40,2,58
abae222e-97cf-4517-8e61-bb478e403d1f,RV,RV,,4900000,RV,100,https://www.imdb.com/title/tt0449089/,"Adventure, Comedy, Family",Film,5.6,63K,1,1,35,13,1,1,1,2,1,1,1,6,3,9,24,19,9,30,4,13,22,5,54
dbe854c4-2b97-4dd5-a757-3cdeb3835956,Kaapa,Kaapa,,4900000,Kaapa,100,https://www.imdb.com/title/tt15251536/,"Action, Crime, Thriller",Film,5.9,6.4K,1,1,14,12,1,1,1,,,,1,,2,,,19,,2,,2,3,,3
9704a4e7-edfb-483b-9823-6084ef703173,The Blue Lagoon,The Blue Lagoon,,4900000,The Blue Lagoon,100,https://www.imdb.com/title/tt0080453/,"Adventure, Drama, Romance",Film,5.8,76K,1,2,14,2,1,1,1,1,1,,1,1,3,2,8,8,3,13,1,2,7,1,11
8981e0fb-05d8-47df-9d72-71b274533612,Squared Love // Miłość do kwadratu,Squared Love,,4900000,Squared Love,100,https://www.imdb.com/title/tt13846542/,"Comedy, Romance",Film,5.1,3.8K,1,2,54,6,1,1,1,2,,,1,6,10,3,14,16,11,24,4,8,2,,16
67a9816d-8e07-455a-bcbb-245059223732,Summer Job: Season 1,Summer Job,,4900000,Summer Job,100,https://www.imdb.com/title/tt0098411/,Comedy,Film,4.4,621,1,1,32,7,1,1,1,1,,1,,1,2,2,1,8,1,12,,3,8,1,5
79aa0e32-48f3-4380-8549-23231ea74b21,The Mummy Returns,The Mummy Returns,,4900000,The Mummy Returns,100,https://www.imdb.com/title/tt0209163/,"Action, Adventure, Fantasy",Film,6.4,343K,1,1,30,5,1,1,2,2,3,2,1,25,14,16,65,32,85,61,13,14,48,2,56
0136cde8-cf92-4bf7-a543-d8165fc57bac,Surviving Paradise: A Family Tale,Surviving Paradise: A Family Tale,,4900000,Surviving Paradise: A Family Tale,96.97,https://www.imdb.com/title/tt18059108/,Documentary,Film,7.5,872,2,2,1,8,1,1,1,,,,,,3,,,8,,12,,3,6,,9
13ffdfd4-41ff-40e4-85dc-5bbcff4aa0fc,The Suicide Squad,The Suicide Squad,,4900000,The Suicide Squad,100,https://www.imdb.com/title/tt6334354/,"Action, Adventure, Comedy",Film,7.2,401K,1,1,105,11,1,1,2,2,11,1,1,52,8,13,102,36,220,191,55,26,183,2,236
1128c284-c3be-4606-b584-e007f9de5e7c,The Bourne Ultimatum,The Bourne Ultimatum,,4900000,The Bourne Ultimatum,100,https://www.imdb.com/title/tt0440963/,"Action, Mystery, Thriller",Film,8.0,655K,1,5,68,11,1,1,1,3,4,3,1,15,27,64,133,60,194,202,25,27,92,5,243
cfb00ead-8531-4da5-a74f-0af59f33a111,Big Daddy (1999),Big Daddy,,4800000,Big Daddy,100,https://www.imdb.com/title/tt0142342/,"Comedy, Drama",Film,6.4,232K,1,4,58,8,1,1,1,1,1,1,1,3,2,4,17,22,9,23,6,11,23,1,35
a8a2f8a4-9e9a-4ef5-9924-3b596ffb73b2,You Get Me,You Get Me,,4900000,You Get Me,100,https://www.imdb.com/title/tt5539054/,"Crime, Drama, Mystery",Film,4.7,14K,1,1,22,16,1,1,2,1,,1,1,15,2,6,5,9,9,20,9,8,7,1,26
4b8bdb2c-9de5-4b5f-9eed-6837288fb2e2,Back to the Future Part III,Back to the Future Part III,,4800000,Back to the Future Part III,100,https://www.imdb.com/title/tt0099088/,"Adventure, Comedy, Sci-Fi",Film,7.4,476K,1,5,56,6,1,1,2,3,2,1,1,14,4,9,48,39,27,58,6,11,22,2,64
cb3a19a8-4a36-49bc-a11f-a87df8585062,Where Hands Touch,Where Hands Touch,,4900000,Where Hands Touch,100,https://www.imdb.com/title/tt1235187/,"Drama, Romance, War",Film,6.6,5.6K,1,1,40,16,1,1,1,1,,3,1,13,6,9,25,19,3,29,11,17,12,1,34
804f5135-be8b-45a4-b664-e578faa84613,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",,4800000,"Crazy, Stupid, Love.",85,https://www.imdb.com/title/tt1570728/,"Comedy, Drama, Romance",Film,7.4,557K,2,1,92,7,2,1,1,1,1,1,1,9,4,3,43,22,12,46,18,10,29,1,67
a96d06dd-6ef5-474d-9700-36b15e9cbd1e,Bruce Almighty,Bruce Almighty,,4800000,Bruce Almighty,100,https://www.imdb.com/title/tt0315327/,"Comedy, Fantasy",Film,6.8,429K,1,5,116,12,1,1,1,2,1,1,1,18,2,8,56,31,40,71,10,17,63,2,91
a6ad5edf-8b13-4d25-a369-ad19bfcae0df,Fatman,Fatman,,4800000,Fatman,100,https://www.imdb.com/title/tt10310140/,"Action, Adventure, Comedy",Film,5.9,30K,2,2,59,21,1,1,1,3,1,1,1,24,2,5,80,16,14,43,8,9,6,1,66
8ddba760-c50e-4f4c-9186-ecf30caa31a3,Endless Love (2014),Endless Love,,4800000,Endless Love,100,https://www.imdb.com/title/tt0082329/,"Drama, Romance",Film,4.9,9.5K,1,2,61,2,1,1,1,2,1,1,1,2,1,3,11,11,2,12,4,1,8,2,11
284363e6-e0d1-4e24-9863-f665bed33a26,"Hello, Goodbye, and Everything in Between","Hello, Goodbye, and Everything in Between",,4800000,"Hello, Goodbye and Everything in Between",97.5,https://www.imdb.com/title/tt4181158/,"Comedy, Drama, Romance",Film,5.1,4.1K,1,3,24,10,,1,1,2,1,1,1,11,2,5,13,9,9,9,5,8,5,,29
b3bb511d-1679-4e56-992a-a0a5f326a2b6,Insidious: The Last Key,Insidious: The Last Key,,4800000,Insidious: The Last Key,95.65,https://www.imdb.com/title/tt5726086/,"Horror, Mystery, Thriller",Film,5.7,71K,1,2,37,14,1,1,1,1,1,1,1,33,4,6,40,16,14,62,5,12,5,3,72
f74412ad-d084-4527-9f70-0acc8a9c8cc7,Ip Man 3 // 葉問 3 // 叶问 3,Ip Man 3,,4800000,Ip Man 3,100,https://www.imdb.com/title/tt2888046/,"Action, Biography, Drama",Film,7.0,60K,1,3,58,6,1,1,1,1,,,1,,4,1,,3,11,,,,2,,6
04dff15c-53aa-4f46-acad-5f2dbe35b357,Insidious: Chapter 2,Insidious: Chapter 2,,4800000,Insidious: Chapter 2,95,https://www.imdb.com/title/tt2226417/,"Horror, Mystery, Thriller",Film,6.5,187K,1,4,33,16,1,1,1,2,1,1,1,38,4,5,42,26,11,47,6,13,11,1,69
ec3c2391-fe99-472c-b98d-a81378cc9a37,Home Again,Home Again,,4800000,Home Again,100,https://www.imdb.com/title/tt5719700/,"Comedy, Drama, Romance",Film,5.8,35K,1,1,51,6,1,1,1,2,1,1,1,8,3,5,18,24,7,28,5,12,26,1,59
1ff0d8c3-61ba-422d-a446-c7b54a5c5e0f,Jimmy Neutron: Boy Genius,Jimmy Neutron: Boy Genius,,4800000,Jimmy Neutron: Boy Genius,96,https://www.imdb.com/title/tt0268397/,"Animation, Action, Adventure",Film,6.1,38K,1,8,31,7,1,2,2,2,1,,,,3,,25,31,,2,,12,42,1,50
e2f1b2c1-e300-48a5-96c8-5f524224d621,Silverton Siege,Silverton Siege,,4800000,Silverton Siege,100,https://www.imdb.com/title/tt18563148/,"Action, Crime, Drama",Film,6.3,4.5K,1,1,19,6,1,1,1,1,2,,1,4,,3,3,7,3,3,1,5,1,3,14
5f7b6534-4218-478f-92ed-27e92e74d2cb,Robin Hood (2010),Robin Hood,,5900000,Robin Hood,100,https://www.imdb.com/title/tt0955308/,"Action, Adventure, Drama",Film,6.6,281K,1,4,136,10,1,1,1,1,13,1,1,45,6,24,156,46,130,116,78,17,59,3,177
0d96bc91-704c-4a45-bd9b-0f00b8b215b7,Road House,Road House,,4800000,Road House,100,https://www.imdb.com/title/tt3359350/,"Action, Thriller",Film,N/A,N/A,1,8,52,7,1,1,1,2,4,,,12,5,17,39,20,40,43,20,14,8,2,62
57346914-4aea-4a55-bda8-f155fb0e6a06,The Other Boleyn Girl (2008),The Other Boleyn Girl,,4800000,The Other Boleyn Girl,100,https://www.imdb.com/title/tt0467200/,"Biography, Drama, History",Film,6.7,119K,1,2,56,6,1,1,2,1,4,1,1,17,5,16,48,28,8,36,46,9,10,3,66
9a8f15c6-e0c5-44dc-9448-f2b36a29843f,Problem Child 2,Problem Child 2,,4800000,Problem Child 2,100,https://www.imdb.com/title/tt0102719/,"Comedy, Family",Film,4.9,24K,1,4,59,2,1,1,2,1,2,1,1,4,3,3,17,18,20,24,2,10,12,1,21
e835af70-1232-45fa-a2c6-5d405e6df9e4,Wrath of Man,Wrath of Man,,4800000,Wrath of Man,100,https://www.imdb.com/title/tt11083552/,"Action, Crime, Thriller",Film,7.1,203K,1,5,60,10,1,1,1,3,4,1,1,23,3,27,107,33,126,206,47,18,16,4,173
c9255c3a-5ab9-41d6-9733-3e23780a3df5,The Yellow Birds,The Yellow Birds,,4800000,The Yellow Birds,100,https://www.imdb.com/title/tt3739110/,"Drama, War",Film,5.8,4.6K,1,3,43,37,2,1,1,6,3,2,3,20,7,11,39,29,22,99,21,17,6,2,95
d223d4cd-3616-48d0-88e2-e0b0d5676f3f,The Power of the Dog,The Power of the Dog,,4800000,The Power of the Dog,100,https://www.imdb.com/title/tt10293406/,"Drama, Western",Film,6.8,191K,1,2,42,11,1,1,1,4,4,1,1,10,6,4,45,16,3,29,19,16,8,1,49
ee3b8203-8cfe-4d2c-9732-f6f273b413f3,Glory (1989),Glory,,4700000,Glory,100,https://www.imdb.com/title/tt0097441/,"Biography, Drama, History",Film,7.8,143K,1,4,68,5,1,1,1,1,2,1,1,12,4,10,25,42,76,38,6,7,20,4,37
52dee4fb-ce57-4411-943b-1b400bd5d49c,Fenced In // Vizinhos,Fenced In,,4700000,Fenced In,100,https://www.imdb.com/title/tt21742248/,Comedy,Film,4.4,688,1,1,25,5,,1,1,,,,,3,1,7,4,18,,6,,6,,1,3
593846a7-9f1b-41c7-934e-6f3b483d7f7a,Erin Brockovich,Erin Brockovich,,4700000,Erin Brockovich,100,https://www.imdb.com/title/tt0195685/,"Biography, Drama",Film,7.4,218K,1,1,58,6,1,1,1,1,1,1,1,12,3,5,67,25,6,33,9,9,15,2,61
8c161132-b651-41e2-9136-817f9c1b3e2e,Bohemian Rhapsody,Bohemian Rhapsody,,4700000,Bohemian Rhapsody,100,https://www.imdb.com/title/tt1727824/,"Biography, Drama, Music",Film,7.9,584K,1,3,138,10,,1,1,1,8,4,1,65,8,28,76,47,25,96,55,36,51,3,122
aa48aee1-ca77-44ad-a801-ed8569a9f64a,I Still Believe,I Still Believe,,4700000,I Still Believe,100,https://www.imdb.com/title/tt9779516/,"Biography, Drama, Music",Film,6.5,13K,2,3,57,14,1,1,2,1,1,1,1,10,2,5,19,23,4,51,5,4,41,1,93
41b9bfbb-1a0a-4012-a293-9106d4212a59,Darlings // डार्लिंग्स,Darlings,,4700000,Darlings,100,https://www.imdb.com/title/tt14152140/,"Comedy, Drama, Thriller",Film,6.6,21K,1,5,14,8,2,1,1,4,1,1,,3,8,8,6,14,1,10,,15,4,1,9
734cf129-8e7a-4a64-a724-55a6d2dd5980,Latte and the Magic Waterstone,Latte and the Magic Waterstone,,4700000,Latte & the Magic Waterstone,90,https://www.imdb.com/title/tt9038290/,"Animation, Adventure, Comedy",Film,5.6,1.1K,4,4,16,8,,,,2,,,,,3,,3,9,,,,,,1,1
e87403a8-a821-48ef-8cce-715cb9be9e1e,Minority Report (2002),Minority Report,,4700000,Minority Report,100,https://www.imdb.com/title/tt0181689/,"Action, Crime, Mystery",Film,7.6,580K,1,3,156,8,1,1,1,1,5,1,1,48,5,12,173,55,89,148,25,15,70,2,191
ba634829-1655-4690-96ff-b76cc6654663,Lone Survivor,Lone Survivor,,4700000,Lone Survivor,100,https://www.imdb.com/title/tt1091191/,"Action, Biography, Drama",Film,7.5,304K,1,3,69,34,2,1,1,2,1,1,1,19,3,6,44,35,33,54,15,21,12,2,88
94154979-5ac6-4a01-aa3c-b3c4d230a818,Marauders,Marauders,,4700000,Marauders,100,https://www.imdb.com/title/tt3963816/,"Action, Crime, Thriller",Film,5.5,24K,1,2,84,27,1,1,1,1,1,1,1,6,3,3,8,6,29,18,3,3,4,1,30
44a3bca9-f3d2-4a13-b20b-f4f85805a367,Octonauts & the Great Barrier Reef,Octonauts & the Great Barrier Reef,,4700000,Octonauts & the Great Barrier Reef,97.06,https://www.imdb.com/title/tt13150606/,"Animation, Action, Adventure",Film,6.8,190,1,3,12,12,2,,1,,2,,,,7,,14,7,,,,7,2,,39
a42e717c-2d42-442f-ba68-45ad2d749698,Nanny McPhee,Nanny McPhee,,4700000,Nanny McPhee,100,https://www.imdb.com/title/tt0396752/,"Comedy, Family, Fantasy",Film,6.6,85K,1,2,22,7,1,1,2,1,4,1,1,11,3,3,140,29,3,40,13,18,33,1,73
74a8404d-cf1d-42a7-8813-b493e7843d11,The Catholic School // La Scuola Cattolica,The Catholic School,,4700000,The Catholic School,100,https://www.imdb.com/title/tt10345782/,Drama,Film,5.6,3.6K,1,4,45,3,1,1,1,,,,1,6,2,5,5,9,6,12,3,4,2,,4
49498833-7612-437b-8a7a-b8d67095873c,Pacific Rim,Pacific Rim,,4700000,Pacific Rim,100,https://www.imdb.com/title/tt1663662/,"Action, Adventure, Sci-Fi",Film,6.9,526K,1,3,89,7,1,1,2,1,4,1,1,16,11,16,114,50,105,92,24,36,73,4,133
19ff85b4-3b5f-433a-939a-7fc7a9361ded,Ticket to Paradise (2022),Ticket to Paradise,,4700000,Ticket to Paradise,100,https://www.imdb.com/title/tt14109724/,"Comedy, Romance",Film,6.1,62K,1,2,54,16,1,1,1,1,3,1,1,16,8,5,51,34,14,45,25,29,17,1,72
4b6f44ff-8b62-4f73-a08b-e9bff1ef81d4,Top Gun: Maverick,Top Gun: Maverick,,4700000,Top Gun: Maverick,94.12,https://www.imdb.com/title/tt1745960/,"Action, Drama",Film,8.3,672K,1,7,98,13,3,1,1,1,4,1,1,46,8,13,65,70,24,82,24,46,78,3,98
ad7b35da-831a-4223-a274-5e735f7cf703,Apostle,Apostle,,4600000,Apostle,100,https://www.imdb.com/title/tt6217306/,"Drama, Fantasy, Horror",Film,6.3,58K,1,1,42,8,2,1,1,1,3,1,1,16,3,8,28,23,25,56,19,6,16,2,33
41bad143-e641-4bfd-940c-e99ffe1170c0,Traffic (2000),Traffic,,4700000,Traffic,100,https://www.imdb.com/title/tt0181865/,"Crime, Drama, Thriller",Film,7.6,218K,1,2,150,8,1,1,1,1,1,1,1,11,6,6,58,27,20,33,11,10,17,2,80
2ecd0762-5ffc-41da-81b3-77960cfb7d3e,Daddy Day Camp,Daddy Day Camp,,4600000,Daddy Day Camp,100,https://www.imdb.com/title/tt0462244/,"Comedy, Family",Film,3.2,18K,1,7,40,11,1,1,1,3,1,1,1,4,,3,11,7,2,13,4,7,17,1,22
4c02f8d1-bf81-4a57-aa54-b59c3a10bf64,Drive (2011),Drive,,4600000,Drive,100,https://www.imdb.com/title/tt0780504/,"Action, Drama",Film,7.8,697K,1,2,38,17,1,1,1,1,1,1,1,5,4,8,24,25,25,52,8,16,9,2,112
4af69c2b-a660-4076-b8df-e2c69433afaa,Godzilla vs. Kong,Godzilla vs. Kong,,4600000,Godzilla vs. Kong,94.12,https://www.imdb.com/title/tt5034838/,"Action, Sci-Fi, Thriller",Film,6.3,233K,1,5,109,18,1,1,1,1,12,3,1,29,12,20,259,49,96,181,32,37,20,4,173
d5f06cd2-39aa-48ba-a78f-4c8ea10545c7,Eurovision Song Contest: The Story of Fire Saga,Eurovision Song Contest: The Story of Fire Saga,,4600000,Eurovision Song Contest: The Story of Fire Saga,97.87,https://www.imdb.com/title/tt8580274/,"Comedy, Music",Film,6.5,101K,1,2,151,13,1,1,1,1,2,1,1,49,8,27,75,36,29,94,36,13,34,4,96
4c190d55-8c63-4c9f-84df-5614bd652f95,My Best Friend Anne Frank // Mijn beste vriendin Anne Frank,My Best Friend Anne Frank,,4600000,My Best Friend Anne Frank,100,https://www.imdb.com/title/tt10360772/,Drama,Film,6.3,5.4K,1,2,18,10,1,1,1,1,1,,1,16,4,8,11,11,3,18,5,6,1,2,5
f96d6d90-3c5c-4949-8b48-e9e72f8bdcec,Stowaway,Stowaway,,4600000,Stowaway,100,https://www.imdb.com/title/tt9203694/,"Adventure, Sci-Fi, Thriller",Film,5.7,52K,1,2,6,27,1,1,1,,1,1,1,10,9,5,75,18,16,38,7,12,25,2,47
8ce773ac-31f9-4eb9-a969-4960ff04d714,Sentinelle,Sentinelle,,4600000,Sentinelle,100,https://www.imdb.com/title/tt11734264/,"Action, Crime, Drama",Film,4.8,8.6K,1,2,31,4,3,1,1,1,,,2,6,2,8,4,14,13,24,2,9,1,1,8
7dd77d09-bf7e-4360-a761-272e5b28e491,Side Effects (2013),Side Effects,,4600000,Side Effects,100,https://www.imdb.com/title/tt2053463/,"Crime, Drama, Mystery",Film,7.1,196K,1,1,96,9,1,1,1,1,1,1,1,8,5,5,58,16,13,28,11,10,16,2,77
8d0febb2-0d2b-401a-af19-f956ea2076a8,Prayers for the Stolen // Noche de fuego,Prayers for the Stolen,,4600000,Prayers for the Stolen,100,https://www.imdb.com/title/tt10366574/,Drama,Film,7.3,4K,1,2,40,22,2,1,1,,,1,1,5,7,4,7,9,,4,2,5,2,1,8
f5b4eecf-2007-462f-bc14-503e95140dac,Sicario: Day of the Soldado,Sicario: Day of the Soldado,,4600000,Sicario: Day of the Soldado,96.3,https://www.imdb.com/title/tt5052474/,"Action, Crime, Drama",Film,7.1,164K,1,1,107,12,1,1,1,4,2,3,1,20,5,8,45,28,79,71,22,14,14,3,82
86628871-0f76-4cab-b3f8-7d538e803e9b,Life: Season 1 // 라이프: 시즌 1,Life,,4600000,Life,100,https://www.imdb.com/title/tt5442430/,"Horror, Sci-Fi, Thriller",Film,6.6,250K,1,2,17,8,1,1,2,1,4,1,1,17,7,15,121,47,29,63,28,18,33,2,92
8ea2d22e-f803-4834-af42-18e98e5e5dc1,Marmaduke (2010),Marmaduke,,4600000,Marmaduke,100,https://www.imdb.com/title/tt1392197/,"Comedy, Family",Film,4.3,17K,1,4,70,6,1,1,1,1,2,1,1,14,5,10,57,36,22,68,12,19,68,2,148
a6e1dd71-1e87-4377-bbce-03583bd6eb06,Mission: Impossible III,Mission: Impossible III,,4600000,Mission: Impossible III,95.65,https://www.imdb.com/title/tt0317919/,"Action, Adventure, Thriller",Film,6.9,387K,1,4,83,12,1,1,3,1,8,1,1,23,12,32,152,67,137,191,31,22,91,3,233
9697a219-a41d-4580-b98e-52227c886892,The Dig,The Dig,,4600000,The Dig,100,https://www.imdb.com/title/tt3661210/,"Biography, Drama, History",Film,7.1,82K,1,2,37,8,1,1,1,1,3,,1,25,4,11,31,18,3,43,19,11,12,1,57
343ab5ca-248e-4d63-b57d-1b511378f157,Decision to Leave // 헤어질 결심,Decision to Leave,,4500000,Decision to Leave,100,https://www.imdb.com/title/tt12477480/,"Crime, Drama, Mystery",Film,7.3,53K,1,2,14,4,1,1,1,,,,,,,,,2,,,,,13,1,1
e74dc343-6aca-419a-91bb-643cd4fd8e47,Before I Wake,Before I Wake,,4500000,Before I Wake,100,https://www.imdb.com/title/tt3174376/,"Drama, Fantasy, Horror",Film,6.2,51K,1,2,34,15,2,1,1,2,2,1,1,4,2,4,18,12,6,21,4,9,15,1,34
89b6a2bc-7886-4ea0-a272-341db64e319a,Double World // 征途,Double World,,4500000,Double World,100,https://www.imdb.com/title/tt10508838/,"Action, Adventure, Fantasy",Film,6.2,4.7K,1,2,47,13,1,1,1,,1,,2,,4,,3,9,1,,1,8,,4,8
0ba0e157-e401-4dcd-b978-1ad9920100ff,Bhool Bhulaiyaa 2,Bhool Bhulaiyaa 2,,4500000,Bhool Bhulaiyaa 2,100,https://www.imdb.com/title/tt6455162/,"Comedy, Drama, Horror",Film,5.7,33K,1,4,33,15,2,1,1,3,1,,3,6,8,15,3,15,2,32,6,7,12,,18
64af1e31-5eff-472f-a007-171a71fd826e,Charlie Wilson's War,Charlie Wilson's War,,4500000,Charlie Wilson's War,95,https://www.imdb.com/title/tt0472062/,"Biography, Comedy, Drama",Film,7.0,124K,1,2,125,9,1,1,2,2,2,1,1,66,7,23,121,30,35,112,56,23,73,1,143
e400ced4-ef1c-4e18-b7e2-1894b45d97b1,ATHENA,ATHENA,,4500000,Athena,100,https://www.imdb.com/title/tt15445056/,"Action, Drama, Thriller",Film,6.8,22K,1,3,92,9,1,1,1,2,,1,1,14,7,7,11,22,90,34,11,4,7,2,12
4103d203-7892-4712-8d7c-035857484465,Batman Begins,Batman Begins,,4500000,Batman Begins,100,https://www.imdb.com/title/tt0372784/,"Action, Crime, Drama",Film,8.2,1.6M,1,4,152,7,2,1,1,2,9,4,1,20,13,15,158,53,112,86,32,20,63,4,184
b0c04518-d6d4-4aae-b131-0c549e92b7e5,Jaws,Jaws,,4500000,Jaws,100,https://www.imdb.com/title/tt0073195/,"Adventure, Mystery, Thriller",Film,8.1,653K,1,3,85,2,1,1,1,,,1,,5,2,5,5,16,11,25,3,4,41,5,10
521ad96b-b714-40a5-8e41-d49ff8da9284,Labor Day,Labor Day,,4500000,Labor Day,100,https://www.imdb.com/title/tt1967545/,"Drama, Romance, Thriller",Film,6.9,51K,1,2,111,9,1,1,1,2,1,1,1,16,4,4,63,14,6,58,17,10,56,1,60
0265b0a7-82d5-41dc-97db-de314cd5f7a3,Lights Out (2016),Lights Out,,4500000,Lights Out,100,https://www.imdb.com/title/tt4786282/,"Horror, Mystery",Film,6.3,141K,1,2,15,16,1,1,2,2,1,2,1,17,4,5,20,23,14,42,5,9,34,4,45
75c738a3-22c1-4008-978c-f62267883741,Ocean's Eleven (2001),Ocean's Eleven,,4500000,Ocean's Eleven,92.86,https://www.imdb.com/title/tt0054135/,"Comedy, Crime, Music",Film,6.5,25K,1,5,110,2,1,1,1,,1,1,1,2,1,2,,2,2,9,3,,6,1,8
e7804882-8604-4ef5-8909-47a60b3205d5,Inside Man: Most Wanted,Inside Man: Most Wanted,,4500000,Inside Man: Most Wanted,95.65,https://www.imdb.com/title/tt7832848/,"Action, Crime, Thriller",Film,5.6,4.6K,1,2,38,4,2,1,1,,,1,1,3,3,4,12,10,15,23,5,5,2,1,15
650e23f2-a0ce-4907-91a6-cc10c635468a,Men in Black: International,Men in Black: International,,4500000,Men in Black: International,96.3,https://www.imdb.com/title/tt2283336/,"Action, Adventure, Comedy",Film,5.6,145K,1,3,116,13,2,1,3,2,11,1,1,72,17,41,222,44,64,168,58,31,97,6,196
678fc1d4-5bf4-4b66-bd38-22ac44ddf497,Taxi Driver (1976),Taxi Driver,,4500000,Taxi Driver,100,https://www.imdb.com/title/tt0075314/,"Crime, Drama",Film,8.2,908K,1,1,56,3,1,1,2,1,1,1,1,3,1,4,5,12,,14,1,4,10,1,17
33cb43cc-8d2e-4178-9828-284c101e88d4,Pineapple Express,Pineapple Express,,4500000,Pineapple Express,100,https://www.imdb.com/title/tt0910936/,"Action, Comedy, Crime",Film,6.9,355K,1,5,60,6,1,1,1,3,2,1,1,8,3,7,41,22,54,63,7,12,24,2,67
f320b2a6-6721-4133-8a23-2d5f5b1b72ff,Secrets of the Saqqara Tomb,Secrets of the Saqqara Tomb,,4500000,Secrets of the Saqqara Tomb,100,https://www.imdb.com/title/tt13150630/,"Documentary, History",Film,7.2,7.1K,1,,11,7,1,1,1,,,,,,8,,,3,,8,,12,,,6
d1f6ba47-b84b-43ff-ab1a-42c0f28f2f6c,A Dog's Way Home,A Dog's Way Home,,4400000,A Dog's Way Home,93.75,https://www.imdb.com/title/tt7616798/,"Adventure, Drama, Family",Film,6.7,20K,1,3,50,8,1,1,3,,1,1,1,6,1,7,16,25,18,34,4,17,28,1,36
a7016d65-f50c-45e0-b420-59ea21ce742a,Women of the Night: Season 1 // Keizersvrouwen: Seizoen 1,Women of the Night,,4500000,Women of the Night,100,https://www.imdb.com/title/tt0177997/,Thriller,Film,3.7,376,1,1,30,4,1,1,1,1,1,2,1,2,2,4,12,21,3,17,,9,,1,15
deaf67d0-3d75-42af-9e2b-846ede57968b,Your Son // Tu hijo,Your Son,,4500000,Your Son,100,https://www.imdb.com/title/tt7807026/,Drama,Film,6.1,5.6K,1,2,31,8,1,1,2,1,1,1,1,4,5,6,15,24,13,25,4,7,11,1,30
32d8fce3-6d90-46c0-a27f-fe1307cfeac5,Bad Trip,Bad Trip,,4400000,Bad Trip,100,https://www.imdb.com/title/tt9684220/,Comedy,Film,6.5,27K,1,9,37,30,2,1,2,1,1,1,1,12,3,4,16,14,4,24,4,13,14,,21
b0344078-3056-48cf-9f28-22968a1b763e,Fantastic Fungi,Fantastic Fungi,,4400000,Fantastic Fungi,100,https://www.imdb.com/title/tt8258074/,Documentary,Film,7.4,11K,1,1,31,20,1,1,2,,,,,,1,,,16,,13,,15,6,,1
2fa6ad5e-c461-469a-b8d0-14bbb9d2398f,Dear David,Dear David,,4400000,Dear David,100,https://www.imdb.com/title/tt9288740/,"Horror, Thriller",Film,3.9,837,1,3,20,12,,1,2,,1,,1,4,1,4,7,9,5,4,1,18,2,1,23
d42eba9f-3feb-4536-8e45-bebf163ab5f5,Good on Paper,Good on Paper,,4400000,Good on Paper,100,https://www.imdb.com/title/tt8231668/,"Comedy, Romance",Film,5.6,14K,1,1,34,9,1,1,1,1,,,1,7,1,3,,11,3,7,5,4,3,1,12
1a06ba0a-a594-48c7-a58d-ef1c6875008b,Couples Retreat,Couples Retreat,,4400000,Couples Retreat,100,https://www.imdb.com/title/tt1078940/,Comedy,Film,5.5,114K,1,3,88,9,1,1,1,2,3,1,1,15,4,4,49,17,14,73,18,15,46,1,63
bd18c674-2c67-4d0b-9d08-f59316a5b024,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,,4400000,Ghost Rider: Spirit of Vengeance,96.88,https://www.imdb.com/title/tt1071875/,"Action, Fantasy, Thriller",Film,4.3,125K,2,4,20,12,1,1,1,2,4,1,1,10,6,9,35,32,35,38,11,11,13,2,61
cc9a6efd-32d3-4ba5-ab4f-d5beee513ce5,Mother/Android,Mother/Android,,4400000,Mother/Android,92.86,https://www.imdb.com/title/tt13029044/,"Drama, Sci-Fi, Thriller",Film,4.9,21K,1,1,42,10,2,1,1,2,,1,1,14,3,3,19,13,19,23,6,11,6,1,64
e0d2e814-801d-408f-815f-e7553c669332,Jobs,Jobs,,4400000,Jobs,100,https://www.imdb.com/title/tt2357129/,"Biography, Drama",Film,6.0,103K,1,1,97,23,1,1,1,2,1,1,2,31,9,12,84,32,2,74,18,12,25,2,100
a45b5fd6-2429-4ba1-bc35-29eefd7f3a37,Isi & Ossi,Isi & Ossi,,4400000,Isi & Ossi,90,https://www.imdb.com/title/tt9806322/,"Comedy, Romance",Film,6.4,9.6K,1,1,57,3,1,1,1,2,,,1,1,1,2,,14,7,5,3,2,1,,7
